Orig Index	Word	Start Word Index	End Word Index	POS Label	Spacy POS Label	Final POS Label	NER Label	Spacy NER Label	Tweet	Candidate Label	PROPOSED NER Label	LW NER Label	Alec NER Label	Akshat NER Label	LW Additional Notes
652	#cleanupjnu	3	3	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user1635 : #cleanupjnu agree with everything , but right to free speech has limits and the people need to understand that .. url223 …	rt @user1635 : <[#cleanupjnu]> agree with everything , but right to free speech has limits and the people need to understand that .. url223 …	B-MISC	B-ORG	B-MISC	B-ORG	??? LW: Jawaharlal Nehru University
292	rat	13	13	['PROPN']	['PROPN']	['PROPN']	['O']	[]	nick adamson 's online audition for gunrunner billy kane 's character " the rat " url65	nick adamson 's online audition for gunrunner billy kane 's character " the <[rat]> " url65	B-MISC	O	B-MISC	O	
665	#abb	2	2	['PROPN']	['PROPN']	['PROPN']	['O']	[]	watch this #abb video : url1439 - ron popper talks about human rights and its importance for abb url793	watch this <[#abb]> video : url1439 - ron popper talks about human rights and its importance for abb url793	B-MISC	B-ORG	O	O	
679	modest	3	3	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user1933 : modest literally trapped zayn holy	rt @user1933 : <[modest]> literally trapped zayn holy	B-MISC	B-ORG	B-PER	O	could be a band, or a person
287	#lakers	2	2	['PROPN']	['PROPN']	['PROPN']	['O']	[]	man da #lakers have a fucking all - star squad fuck wit it !!	man da <[#lakers]> have a fucking all - star squad fuck wit it !!	B-MISC	B-ORG	B-MISC	B-ORG	
695	ji	5	5	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user1960 : msg @user530 ji please bless to serve humanity with full zeal !! 🙏☺ #savehumanitysaysmsg need blessings 24 * 7 ! ☺ url219 …	rt @user1960 : msg @user530 <[ji]> please bless to serve humanity with full zeal !! 🙏☺ #savehumanitysaysmsg need blessings 24 * 7 ! ☺ url219 …	B-MISC	O	B-MISC	O	
236	@user1463	9	9	['PROPN']	['PROPN']	['PROPN']	['O']	['WORK_OF_ART']	andrew - check out more tracks from the upcoming @user1463 albums : url95 & url100 :) .	andrew - check out more tracks from the upcoming <[@user1463]> albums : url95 & url100 :) .	B-MISC	B-MISC	B-PER		could be band, labeled as work of art for now
701	#trumptrain	2	2	['PROPN']	['PROPN']	['PROPN']	['O']	[]	donald trump #trumptrain 2016 large black custom decal intlship #republican #2a #sgp #optrump url1006	donald trump <[#trumptrain]> 2016 large black custom decal intlship #republican #2a #sgp #optrump url1006	B-MISC	O	B-MISC	B-MISC	
276	#bet	5	5	['PROPN']	['PROPN']	['PROPN']	['O']	[]	idk what this movie on #bet is but i 've seen it before and it s hilarious !	idk what this movie on <[#bet]> is but i 've seen it before and it s hilarious !	B-MISC	B-ORG	B-MISC	B-MISC	
270	jasmine	3	3	['PROPN']	['PROPN']	['PROPN']	['O']	[]	hungryyyyy ( @ jasmine 26 ) url6	hungryyyyy ( @ <[jasmine]> 26 ) url6	B-MISC	B-PER	B-MISC	B-PER	
739	lb	5	5	['PROPN']	['PROPN']	['PROPN']	['O']	[]	eagles round out draft with lb walker url1546	eagles round out draft with <[lb]> walker url1546	B-MISC	O	B-MISC	O	
266	uv	5	5	['PROPN']	['PROPN']	['PROPN']	['O']	[]	haha . my producer said uv vodka is a bad situation waitin to happen , i said #fuuuuuuucccit	haha . my producer said <[uv]> vodka is a bad situation waitin to happen , i said #fuuuuuuucccit	B-MISC	B-ORG	B-MISC	B-MISC	??? LW: Brand of Vodka
599	#contestalert	3	3	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user1270 : #contestalert show us some love ! gear up for #sultantraileronsony at 7 pm because it 's sultan trailer day !	rt @user1270 : <[#contestalert]> show us some love ! gear up for #sultantraileronsony at 7 pm because it 's sultan trailer day !	B-MISC	O	B-MISC	O	
362	#snowto	3	3	['PROPN']	['PROPN']	['PROPN']	['O']	[]	where 's this #snowto at ? let 's see what you 've got #toronto	where 's this <[#snowto]> at ? let 's see what you 've got #toronto	B-MISC	O	B-MISC	B-MISC	??? LW: SnowTO (Snow Toronto) - just a hashtag from the City of Toronto
12	jordan	13	13	['PROPN']	['PROPN']	['PROPN']	['O']	[]	#jordanheels are very useful in a fight cause a hoodrat will put a jordan stamp n hole in ur dome lls	#jordanheels are very useful in a fight cause a hoodrat will put a <[jordan]> stamp n hole in ur dome lls	B-MISC	B-ORG	B-MISC	B-ORG	
886	#nvthots	3	3	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user978 : #nvthots vs. @user268 in the semifinals ! battle of the na powerhouses . watch : url1106 #ourfight url221 …	rt @user978 : <[#nvthots]> vs. @user268 in the semifinals ! battle of the na powerhouses . watch : url1106 #ourfight url221 …	B-MISC	B-ORG	B-MISC	B-ORG	could be person
5	gospel	12	12	['PROPN']	['PROPN']	['PROPN']	['O']	[]	do n't move on from the gospel , move into the gospel !  todd friel	do n't move on from the gospel , move into the <[gospel]> !  todd friel	B-MISC	O	B-MISC	O	
418	#mpoints	3	3	['PROPN']	['PROPN']	['PROPN']	['O']	[]	i 'm earning #mpoints with #askdaball ! url1271 #app	i 'm earning <[#mpoints]> with #askdaball ! url1271 #app	B-MISC	B-MISC	O	O	
515	iu	18	18	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user2619 : rt iuqties : do n't forget that ftisland 's jaejin also is a fan of iu ! 😂 url1124	rt @user2619 : rt iuqties : do n't forget that ftisland 's jaejin also is a fan of <[iu]> ! 😂 url1124	B-MISC	B-ORG	O	B-PER	?? LW: Korean singer
391	grill	4	4	['PROPN']	['PROPN']	['PROPN']	['O']	[]	free char - broil grill ( hilliard ) url1473	free char - broil <[grill]> ( hilliard ) url1473	B-MISC	O	B-MISC	O	
913	ft	3	3	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user1701 : ft island - i hope ( 2009 ) url1510	rt @user1701 : <[ft]> island - i hope ( 2009 ) url1510	B-MISC	O	B-MISC	O	
13	dj	1	1	['PROPN']	['PROPN']	['PROPN']	['O']	[]	#np dj got us - falling in love ag - u$her ft. pitbull	#np <[dj]> got us - falling in love ag - u$her ft. pitbull	B-MISC	O	B-PER	O	
419	#askdaball	5	5	['PROPN']	['PROPN']	['PROPN']	['O']	[]	i 'm earning #mpoints with #askdaball ! url1271 #app	i 'm earning #mpoints with <[#askdaball]> ! url1271 #app	B-MISC	B-MISC	O	B-MISC	
533	keen	19	19	['PROPN']	['PROPN']	['PROPN']	['O']	[]	url824 retweeted i 'm in the arndale centre i have 8 hours to wait for the signing talk about keen url690	url824 retweeted i 'm in the arndale centre i have 8 hours to wait for the signing talk about <[keen]> url690	B-MISC	B-MISC	O	B-MISC	??? LW: Not sure, but context suggests that it is a work of art
545	@user2479	9	9	['PROPN']	['PROPN']	['PROPN']	['O']	['WORK_OF_ART']	rt @user634 : hugely proud to have won a @user2479 innovation excellence award for our #graphicmedicine #comics ! url1216 …	rt @user634 : hugely proud to have won a <[@user2479]> innovation excellence award for our #graphicmedicine #comics ! url1216 …	B-MISC	B-ORG	B-PER		
550	#sdcc2016	6	6	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user777 : friday night at #sdcc2016 with sis , @user1679 covered in magic ! #onceuponatime #evilregalsdcc ❤️🦄💚 url1178	rt @user777 : friday night at <[#sdcc2016]> with sis , @user1679 covered in magic ! #onceuponatime #evilregalsdcc ❤️🦄💚 url1178	B-MISC	B-MISC	B-ORG	B-MISC	
553	#hyderabad	6	6	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user559 : join us in #hyderabad for hands - on experience with #smartmapp technology ! #igniteyourmapp url747 htt …	rt @user559 : join us in <[#hyderabad]> for hands - on experience with #smartmapp technology ! #igniteyourmapp url747 htt …	B-MISC	B-LOC	B-MISC	B-LOC	
4	gospel	7	7	['PROPN']	['PROPN']	['PROPN']	['O']	[]	do n't move on from the gospel , move into the gospel !  todd friel	do n't move on from the <[gospel]> , move into the gospel !  todd friel	B-MISC	O	B-MISC	O	
446	qb	7	7	['PROPN']	['PROPN']	['PROPN']	['O']	[]	cam : why carolina panthers ' new qb is the worst nfl draft pick ever | bleacher report ( via url1581 ) url1302	cam : why carolina panthers ' new <[qb]> is the worst nfl draft pick ever | bleacher report ( via url1581 ) url1302	B-MISC	O	B-MISC	O	??? LW: Quarterback
909	#lindaikeji	0	0	['PROPN']	['PROPN']	['PROPN']	['O']	[]	#lindaikeji post - wendy williams thinks beyonce and jay z paid rachel roy for the cheating … url229 url1196	<[#lindaikeji]> post - wendy williams thinks beyonce and jay z paid rachel roy for the cheating … url229 url1196	B-MISC	B-ORG	B-PER	B-PER	??? LW: Nigerian blogger
380	fems	5	5	['PROPN']	['PROPN']	['PROPN']	['O']	[]	“ @user601 blueroom may 19th fems free and drink free til 11:30 $ 5 all night behind winn dixie on pinehills road leggooo ”	“ @user601 blueroom may 19th <[fems]> free and drink free til 11:30 $ 5 all night behind winn dixie on pinehills road leggooo ”	B-MISC	O	B-MISC	O	
389	svt	3	3	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user1855 : svt when people keep voting for sweden url1528	rt @user1855 : <[svt]> when people keep voting for sweden url1528	B-MISC	O	B-MISC	O	
481	mrs	8	8	['PROPN']	['PROPN']	['PROPN']	['O']	[]	rt @user1346 : when your mate who 's mrs rarely lets him out makes it to the pub url1013	rt @user1346 : when your mate who 's <[mrs]> rarely lets him out makes it to the pub url1013	B-MISC	O	B-MISC	O	
796	#superjunior	6	6	['PROPN']	['ADJ']	['ADJ']	['O']	[]	my teen choice for #choicemusicgroupmale is #superjunior my #teenchoice nominee for #choicefandom is #elf 289	my teen choice for #choicemusicgroupmale is <[#superjunior]> my #teenchoice nominee for #choicefandom is #elf 289	O	B-ORG	B-MISC	B-MISC	
249	#napflow	6	6	['PROPN']	['NOUN']	['NOUN']	['O']	[]	bbm yawn face * man that #napflow felt so refreshing .	bbm yawn face * man that <[#napflow]> felt so refreshing .	O	B-MISC	O	O	LW: might just refer to a nap
6	model	15	15	['PROPN']	['NOUN']	['NOUN']	['O']	[]	#follow us & #checkout the multi - talented spanglish / techno / pop singer / model @user779 aka lady boom boom url107	#follow us & #checkout the multi - talented spanglish / techno / pop singer / <[model]> @user779 aka lady boom boom url107	O	O	B-MISC	O	
793	ir	2	2	['PROPN']	['ADJ']	['ADJ']	['O']	[]	321 [ ir ] icemoon [ abstract ] url435 ° @user1827 ° #dubstep #trapmusic #dnb #edm #dance #icestep … url1174	321 [ <[ir]> ] icemoon [ abstract ] url435 ° @user1827 ° #dubstep #trapmusic #dnb #edm #dance #icestep … url1174	O	B-MISC	O	O	
140	title	19	19	['PROPN']	['NOUN']	['NOUN']	['O']	[]	@user1448 does n't change anything if it 's a " best seller . " ie @user695 and the wwe title . most businesses reinvest their profits into new things	@user1448 does n't change anything if it 's a " best seller . " ie @user695 and the wwe <[title]> . most businesses reinvest their profits into new things	O	O	B-MISC	O	
797	#teenchoice	8	8	['PROPN']	['NOUN']	['NOUN']	['O']	[]	my teen choice for #choicemusicgroupmale is #superjunior my #teenchoice nominee for #choicefandom is #elf 289	my teen choice for #choicemusicgroupmale is #superjunior my <[#teenchoice]> nominee for #choicefandom is #elf 289	O	O	B-MISC	B-MISC	???? LW: Award name
9	#lebronshould	0	0	['PROPN']	['PRON']	['PRON']	['O']	[]	#lebronshould know his only championship is ' slam dunk ' . @user2004	<[#lebronshould]> know his only championship is ' slam dunk ' . @user2004	O	B-PER	B-MISC	B-PER	
235	flutes	2	2	['PROPN']	['NOUN']	['NOUN']	['O']	[]	ahh . flutes sound really bad with cheap mics . writing a song now , just need chords and i 'll be good . bye :d	ahh . <[flutes]> sound really bad with cheap mics . writing a song now , just need chords and i 'll be good . bye :d	O	O	B-MISC	O	
857	#choiceanteencipatedmovieactress	7	7	['PROPN']	['NOUN']	['NOUN']	['O']	[]	rt @user2172 : my #teenchoice vote for #choiceanteencipatedmovieactress is @user92 url1173	rt @user2172 : my #teenchoice vote for <[#choiceanteencipatedmovieactress]> is @user92 url1173	O	B-MISC	O	B-MISC	AWARD Name
878	ai	20	20	['PROPN']	['NOUN']	['NOUN']	['O']	[]	rt @user977 : an emotional journey from working at a call - centre , to cern and award - winning ai research url1182 url221 …	rt @user977 : an emotional journey from working at a call - centre , to cern and award - winning <[ai]> research url1182 url221 …	O	O	B-MISC	O	
803	b2b	22	22	['PROPN']	['NOUN']	['NOUN']	['O']	[]	rt @user177 : look forward to catching up at the @user118 show . our team can take you through all aspects of b2b marketing fr …	rt @user177 : look forward to catching up at the @user118 show . our team can take you through all aspects of <[b2b]> marketing fr …	O	O	B-MISC	O	
867	#blockchain	19	19	['PROPN']	['NOUN']	['NOUN']	['O']	[]	rt @user452 : santander uk introduces a mobile payment app for its staff to transfer money built on the #blockchain url1416	rt @user452 : santander uk introduces a mobile payment app for its staff to transfer money built on the <[#blockchain]> url1416	O	O	B-MISC	O	
838	anti-apartheid	2	2	['PROPN']	['ADJ', 'ADJ', 'ADJ']	['ADJ', 'ADJ', 'ADJ']	['O']	[]	parole for anti-apartheid hero ’s killer ? victim ’s family says ‘ no ! ’ : ( url258 ) — the wife of a … url1121	parole for <[anti-apartheid]> hero ’s killer ? victim ’s family says ‘ no ! ’ : ( url258 ) — the wife of a … url1121	O	O	B-MISC	O	can be misc as well?
15	d	10	10	['PROPN']	['NOUN']	['NOUN']	['O']	[]	3-0 !! phew !!! good no td !!! go job d !!! #birdgang	3-0 !! phew !!! good no td !!! go job <[d]> !!! #birdgang	O	B-PER	O	O	
48	#etp	5	5	['PROPN']	['NOUN']	['NOUN']	['O']	[]	@user473 @user948 @user1227 , morning #etp fam	@user473 @user948 @user1227 , morning <[#etp]> fam	O	B-ORG	O	B-ORG	
83	hs	7	7	['PROPN']	['NOUN']	['NOUN']	['O']	[]	@user716 they tryna close all the black hs 's in charlotte	@user716 they tryna close all the black <[hs]> 's in charlotte	O	O	B-MISC	O	
893	gog	16	16	['PROPN']	['NOUN']	['NOUN']	['O']	[]	starting today , it will be possible to import some of your steam games into your gog library url543	starting today , it will be possible to import some of your steam games into your <[gog]> library url543	O	B-ORG	B-MISC	B-MISC	
260	masterclass	15	15	['PROPN']	['NOUN']	['NOUN']	['O']	[]	early bird special : conscious capitalism , new business model for 21st century in online masterclass - url60	early bird special : conscious capitalism , new business model for 21st century in online <[masterclass]> - url60	O	O	B-MISC	O	could be brand/org
422	directioners	6	6	['PROPN']	['NOUN']	['NOUN']	['O']	[]	power of directioners go directioners go directioners will rise #bestfanarmy #directioners #iheartawards walking in the wind	power of directioners go directioners go <[directioners]> will rise #bestfanarmy #directioners #iheartawards walking in the wind	O	B-ORG	O	B-MISC	??? could be misc - LW: official name of the army
757	eurusd	13	13	['PROPN']	['NOUN']	['NOUN']	['O']	[]	order closed at p/l of $ 0.93 . ticket 123546591 buy 0.01 lots eurusd - url1085	order closed at p/l of $ 0.93 . ticket 123546591 buy 0.01 lots <[eurusd]> - url1085	O	B-MISC	O	B-MISC	
385	g310	0	0	['PROPN']	['X']	['X']	['O']	[]	g310 . not bad !! ( pic via fb ) url1021	<[g310]> . not bad !! ( pic via fb ) url1021	O	B-MISC	O	O	
562	pc	5	5	['PROPN']	['NOUN']	['NOUN']	['O']	[]	rt @user511 : asus gaming pc giveaway follow me & @user490 turn on mobile notifications retweet this tweet url253 …	rt @user511 : asus gaming <[pc]> giveaway follow me & @user490 turn on mobile notifications retweet this tweet url253 …	O	O	B-MISC	O	
559	rs.	14	14	['PROPN']	['NOUN', 'NOUN']	['NOUN', 'NOUN']	['O']	[]	rt @user1990 : oneplus 3 to come to india 15th june will start at rs. 23999 url951 #oneplus #india #oneplus3	rt @user1990 : oneplus 3 to come to india 15th june will start at <[rs.]> 23999 url951 #oneplus #india #oneplus3	O	B-MISC	O	B-MISC	
538	#teenchoice	2	2	['PROPN']	['NOUN']	['NOUN']	['O']	[]	ix my #teenchoice nominee for #socialmediaqueen #choicefemalehottie #choiceinstagrammer is britney spears	ix my <[#teenchoice]> nominee for #socialmediaqueen #choicefemalehottie #choiceinstagrammer is britney spears	O	O	B-MISC	B-MISC	???
398	#teenchoice	1	1	['PROPN']	['NOUN']	['NOUN']	['O']	[]	my #teenchoice for #choicemusicgroup is @user21 ! 31.05.2016	my <[#teenchoice]> for #choicemusicgroup is @user21 ! 31.05.2016	O	O	B-MISC	O	
399	#choicemusicgroup	3	3	['PROPN']	['NOUN']	['NOUN']	['O']	[]	my #teenchoice for #choicemusicgroup is @user21 ! 31.05.2016	my #teenchoice for <[#choicemusicgroup]> is @user21 ! 31.05.2016	O	B-MISC	B-ORG	B-MISC	???
584	sommelière	4	4	['PROPN']	['X']	['X']	['O']	[]	congrats @user2339 2nd best sommelière in the world and 4th among all contendants at #bestworldsommarg2016 . #vamospaz felicidades !!!	congrats @user2339 2nd best <[sommelière]> in the world and 4th among all contendants at #bestworldsommarg2016 . #vamospaz felicidades !!!	O	O	B-MISC	O	
495	#uniexperience	15	15	['PROPN']	['NOUN']	['NOUN']	['O']	[]	rt @user2154 : " the #studentexperience @user2155 has made me who i am today " #uniexperience video : url805 url220 …	rt @user2154 : " the #studentexperience @user2155 has made me who i am today " <[#uniexperience]> video : url805 url220 …	O	O	B-MISC	O	
493	#studentexperience	5	5	['PROPN']	['NOUN']	['NOUN']	['O']	[]	rt @user2154 : " the #studentexperience @user2155 has made me who i am today " #uniexperience video : url805 url220 …	rt @user2154 : " the <[#studentexperience]> @user2155 has made me who i am today " #uniexperience video : url805 url220 …	O	O	B-MISC	O	
485	cnblue	4	4	['PROPN']	['X']	['X']	['O']	[]	rt @user966 : 20160319 cnblue #cometogetherinchongqing url767 url1452	rt @user966 : 20160319 <[cnblue]> #cometogetherinchongqing url767 url1452	O	B-ORG	B-MISC	B-ORG	band
470	bright	9	9	['PROPN']	['ADJ']	['ADJ']	['O']	[]	rt @user2330 : save the best for you shine bright glen	rt @user2330 : save the best for you shine <[bright]> glen	O	O	B-MISC	O	
469	#yakima	15	15	['PROPN']	['NOUN']	['NOUN']	['O']	[]	join the country financial team ! see our latest #sales #job opening here : url496 #yakima , wa url333	join the country financial team ! see our latest #sales #job opening here : url496 <[#yakima]> , wa url333	O	B-ORG	O	B-ORG	
420	directioners	2	2	['PROPN']	['NOUN']	['NOUN']	['O']	[]	power of directioners go directioners go directioners will rise #bestfanarmy #directioners #iheartawards walking in the wind	power of <[directioners]> go directioners go directioners will rise #bestfanarmy #directioners #iheartawards walking in the wind	O	B-ORG	O	B-MISC	could be misc ???
429	cavsin6	9	9	['PROPN']	['X']	['X']	['O']	[]	rt @user1350 : y'all heard it here first ! cavsin6 @user225 @user1211 @user1348 @user458	rt @user1350 : y'all heard it here first ! <[cavsin6]> @user225 @user1211 @user1348 @user458	O	B-PER	B-MISC	B-ORG	??? LW: Cleveland Cavaliers
416	ft	13	13	['PROPN']	['NOUN']	['NOUN']	['O']	[]	when ya friend fake tired so she do n't have to answer your ft 🙃 @user49	when ya friend fake tired so she do n't have to answer your <[ft]> 🙃 @user49	O	B-MISC	O	O	
375	wessss	0	0	['PROPN']	['X']	['X']	['O']	[]	wessss keep metal hjahah \m/ rt @user47 : metal	<[wessss]> keep metal hjahah \m/ rt @user47 : metal	O	B-PER	O	B-PER	
603	#educatorsplaybook	3	3	['PROPN']	['NOUN']	['NOUN']	['O']	[]	rt @user1048 : #educatorsplaybook : @user379 offers advice for high school athletes choosing colleges url572 url222 …	rt @user1048 : <[#educatorsplaybook]> : @user379 offers advice for high school athletes choosing colleges url572 url222 …	O	B-MISC	O	B-MISC	brand
611	caravan	20	20	['PROPN']	['NOUN']	['NOUN']	['O']	[]	rt @user615 : @user1581 this unstoppable carvan vl go far ! satan & his disciples has not much power2stop this caravan ! #200daysmsg2 s a bash …	rt @user615 : @user1581 this unstoppable carvan vl go far ! satan & his disciples has not much power2stop this <[caravan]> ! #200daysmsg2 s a bash …	O	O	B-MISC	O	
702	v180	6	6	['PROPN']	['NOUN']	['NOUN']	['O']	[]	great deals >> url265 new eclipse v180 1.8 " lcd 8 gb usb 2.0 digital music / video mp3 player url262	great deals >> url265 new eclipse <[v180]> 1.8 " lcd 8 gb usb 2.0 digital music / video mp3 player url262	O	B-MISC	O	O	referring to a product
278	giving	3	3	['PROPN']	['VERB']	['VERB']	['O']	[]	is today thanks giving ? :l	is today thanks <[giving]> ? :l	O	B-MISC	O	O	
279	jihad	1	1	['PROPN']	['NOUN']	['NOUN']	['O']	[]	islamic jihad militant killed near gaza border url36	islamic <[jihad]> militant killed near gaza border url36	O	B-ORG	B-MISC	O	
690	#rhony	5	5	['PROPN']	['NOUN']	['NOUN']	['O']	[]	rt @user88 : really good #rhony tonight .	rt @user88 : really good <[#rhony]> tonight .	O	B-MISC	O	B-MISC	real housewives of nyc show
288	getto	5	5	['PROPN']	['X']	['X']	['O']	[]	microwaved grilled cheese / the getto grilled cheese sandwhich / they 're made with real cheese #haiku #mooku	microwaved grilled cheese / the <[getto]> grilled cheese sandwhich / they 're made with real cheese #haiku #mooku	O	O	B-MISC	O	
421	directioners	4	4	['PROPN']	['NOUN']	['NOUN']	['O']	[]	power of directioners go directioners go directioners will rise #bestfanarmy #directioners #iheartawards walking in the wind	power of directioners go <[directioners]> go directioners will rise #bestfanarmy #directioners #iheartawards walking in the wind	O	B-ORG	O	O	could be misc
320	tonite	8	8	['PROPN']	['NOUN']	['NOUN']	['O']	[]	rt @user1069 where is punk ass , @user1197 tonite !!! < honestly who cares ?? :-p	rt @user1069 where is punk ass , @user1197 <[tonite]> !!! < honestly who cares ?? :-p	O	B-MISC	O	O	
345	id	7	7	['PROPN']	['NOUN', 'NOUN']	['NOUN', 'NOUN']	['O']	[]	ruling strikes down part of arizona voter id law - yahoo! news url70	ruling strikes down part of arizona voter <[id]> law - yahoo! news url70	O	O	B-MISC	O	
647	#truelovethm	16	16	['PROPN']	['NOUN']	['NOUN']	['O']	[]	#win a £ 50 voucher . valid at over 1 k restaurants to enter rt&f with #truelovethm & register url1039 url842	#win a £ 50 voucher . valid at over 1 k restaurants to enter rt&f with <[#truelovethm]> & register url1039 url842	O	O	B-MISC	O	
638	gdp	9	9	['PROPN']	['NOUN']	['NOUN']	['O']	[]	rt @user994 : quality of life matters more than gdp . our infrastructure is at breaking point inside eu . #bbcqt url1486	rt @user994 : quality of life matters more than <[gdp]> . our infrastructure is at breaking point inside eu . #bbcqt url1486	O	O	B-MISC	O	
346	live	1	1	['PROPN']	['ADV']	['ADV']	['O']	[]	showoffradio live !!!	showoffradio <[live]> !!!	O	O	B-MISC	O	
628	#seo	2	2	['PROPN']	['NOUN']	['NOUN']	['O']	[]	#miguelramose url809 #seo will manually build 10 high pr web 2.0 pbn url1441	#miguelramose url809 <[#seo]> will manually build 10 high pr web 2.0 pbn url1441	O	O	B-MISC	O	
624	#mets	11	11	['PROPN']	['NOUN']	['NOUN']	['O']	[]	rt @user908 : . @user2642 plates cabrera to make it 3-0 #mets ! url728	rt @user908 : . @user2642 plates cabrera to make it 3-0 <[#mets]> ! url728	O	B-ORG	B-MISC	B-MISC	
621	vip	17	17	['PROPN']	['NOUN']	['NOUN']	['O']	[]	rt @user1351 : #adidas ultra boost on sale for $ 136 with code " c6e2y23e " and vip membership -> url687 url1572 …	rt @user1351 : #adidas ultra boost on sale for $ 136 with code " c6e2y23e " and <[vip]> membership -> url687 url1572 …	O	O	B-MISC	O	
618	#rednose4kids	7	7	['PROPN']	['NOUN']	['NOUN']	['O']	[]	rt @user1111 : tweet or rt using #rednose4kids and @user1905 will donate $ 10 to end child poverty . #rednoseday url1607 …	rt @user1111 : tweet or rt using <[#rednose4kids]> and @user1905 will donate $ 10 to end child poverty . #rednoseday url1607 …	O	O	B-MISC	O	
764	usb	12	12	['PROPN']	['NOUN']	['NOUN']	['O']	[]	huge daily deals > url1224 #6180 #1954 50 wholesale lot of frisby usb 2.0 computer pc laptop noteb … url848	huge daily deals > url1224 #6180 #1954 50 wholesale lot of frisby <[usb]> 2.0 computer pc laptop noteb … url848	O	O	B-MISC	O	
529	po	10	10	['PROPN']	['NOUN']	['NOUN']	['O']	[]	rt @user2298 : uhm funny po ako 😹 thank you po ! #stbratsexhibit url655	rt @user2298 : uhm funny po ako 😹 thank you <[po]> ! #stbratsexhibit url655	O	O	B-MISC	O	phrase