	Sentence Index	Word	Start Word Index	End Word Index	POS Label	NER Label	Tweet	Tweet POS Labels	Tweet NER Labels	PROPOSED NER Label	FINAL NER Label
363	590	boots	11	11	['PROPN']	['O']	ty beanie babies - set of 2 beanies ( dora & boots ) : ty beanie babies set of 2- dora the explorer and boots url144	['PROPN', 'PROPN', 'PROPN', 'PUNCT', 'NOUN', 'ADP', 'NUM', 'PROPN', 'PUNCT', 'PROPN', 'CCONJ', 'PROPN', 'PUNCT', 'PUNCT', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'ADP', 'NUM', 'PROPN', 'DET', 'PROPN', 'CCONJ', 'PROPN', 'X']	['B-ORG', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'B-ORG', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O']	O	B-MISC
364	590	boots	24	24	['PROPN']	['O']	ty beanie babies - set of 2 beanies ( dora & boots ) : ty beanie babies set of 2- dora the explorer and boots url144	['PROPN', 'PROPN', 'PROPN', 'PUNCT', 'NOUN', 'ADP', 'NUM', 'PROPN', 'PUNCT', 'PROPN', 'CCONJ', 'PROPN', 'PUNCT', 'PUNCT', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'ADP', 'NUM', 'PROPN', 'DET', 'PROPN', 'CCONJ', 'PROPN', 'X']	['B-ORG', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'B-ORG', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O']	O	B-MISC
367	602	#jeopardy	2	2	['PROPN']	['O']	weird , #jeopardy is alluding to the charlie the unicorn video in their clue titles ! shun the non-believer !	['ADJ', 'PUNCT', 'PROPN', 'AUX', 'VERB', 'ADP', 'DET', 'PROPN', 'DET', 'PROPN', 'NOUN', 'ADP', 'PRON', 'NOUN', 'NOUN', 'PUNCT', 'VERB', 'DET', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-ORG	B-MISC
368	603	pimpin	1	1	['PROPN']	['O']	whaddup pimpin ken . ha !	['INTJ', 'PROPN', 'PROPN', 'PUNCT', 'INTJ', 'PUNCT']	['O', 'O', 'B-PER', 'O', 'O', 'O']	B-MISC	O
371	609	#snowto	3	3	['PROPN']	['O']	where 's this #snowto at ? let 's see what you 've got #toronto	['ADV', 'AUX', 'DET', 'PROPN', 'ADP', 'PUNCT', 'VERB', 'PRON', 'VERB', 'PRON', 'PRON', 'AUX', 'VERB', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-MISC
372	615	nnw	3	3	['PROPN']	['O']	wind 2.2 mph nnw . barometer 1019.0 mb , rising . temperature 15.5 °c . rain today 0.0 mm . humidity 59 %	['NOUN', 'NUM', 'NOUN', 'PROPN', 'PUNCT', 'NOUN', 'NUM', 'NOUN', 'PUNCT', 'VERB', 'PUNCT', 'NOUN', 'NUM', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'NUM', 'NOUN', 'PUNCT', 'NOUN', 'NUM', 'SYM']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	B-MISC
374	625	xmas	8	8	['PROPN']	['O']	[ post ] spammy ’s 12 days of xmas : day 2 – burning the tool log url129	['PUNCT', 'NOUN', 'PUNCT', 'PROPN', 'PART', 'NUM', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'NOUN', 'NUM', 'PUNCT', 'VERB', 'DET', 'NOUN', 'NOUN', 'X']	['O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-MISC
382	655	#miamiheat	6	6	['PROPN']	['O']	it s the sixers rt @user639 #miamiheat gettin it 2gether now ... #ilike	['PRON', 'AUX', 'DET', 'NOUN', 'X', 'X', 'PROPN', 'VERB', 'PRON', 'ADV', 'ADV', 'PUNCT', 'X']	['O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-ORG	B-ORG
384	676	wessss	0	0	['PROPN']	['O']	wessss keep metal hjahah \m/ rt @user47 : metal	['PROPN', 'VERB', 'NOUN', 'INTJ', 'SYM', 'X', 'X', 'PUNCT', 'NOUN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	B-PER
386	682	#kayoq	2	2	['PROPN']	['O']	"« @user741 #kayoq & a ladies what if u tell a guy "" i love you "" and he says "" oh ok "" ....... then what ? » then he do n't love you lol"	['PUNCT', 'PROPN', 'PROPN', 'CCONJ', 'NOUN', 'NOUN', 'PRON', 'SCONJ', 'PRON', 'VERB', 'DET', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'PRON', 'PUNCT', 'CCONJ', 'PRON', 'VERB', 'PUNCT', 'INTJ', 'INTJ', 'PUNCT', 'PUNCT', 'ADV', 'PRON', 'PUNCT', 'PUNCT', 'ADV', 'PRON', 'AUX', 'PART', 'VERB', 'PRON', 'INTJ']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-MISC
389	683	fems	5	5	['PROPN']	['O']	“ @user601 blueroom may 19th fems free and drink free til 11:30 $ 5 all night behind winn dixie on pinehills road leggooo ”	['PUNCT', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'PROPN', 'ADJ', 'CCONJ', 'NOUN', 'ADJ', 'ADP', 'NUM', 'SYM', 'NUM', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'INTJ', 'PUNCT']	['O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'B-LOC', 'I-LOC', 'O', 'O']	B-MISC	O
393	687	dawn	9	9	['PROPN']	['O']	rt @user1504 : it is always darkest before the dawn ! we are passing through the darkest times in pak history , fajr can not be far .. ht …	['X', 'X', 'PUNCT', 'PRON', 'AUX', 'ADV', 'ADJ', 'ADP', 'DET', 'PROPN', 'PUNCT', 'PRON', 'AUX', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'NOUN', 'PUNCT', 'PROPN', 'AUX', 'PART', 'AUX', 'ADV', 'PUNCT', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	B-MISC
394	692	g310	0	0	['PROPN']	['O']	g310 . not bad !! ( pic via fb ) url1021	['PROPN', 'PUNCT', 'ADV', 'ADJ', 'PUNCT', 'PUNCT', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	O
395	692	fb	8	8	['PROPN']	['O']	g310 . not bad !! ( pic via fb ) url1021	['PROPN', 'PUNCT', 'ADV', 'ADJ', 'PUNCT', 'PUNCT', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	B-ORG
398	697	svt	3	3	['PROPN']	['O']	rt @user1855 : svt when people keep voting for sweden url1528	['X', 'X', 'PUNCT', 'PROPN', 'ADV', 'NOUN', 'VERB', 'VERB', 'ADP', 'PROPN', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']	B-MISC	O
400	703	grill	4	4	['PROPN']	['O']	free char - broil grill ( hilliard ) url1473	['ADJ', 'NOUN', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'X']	['O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-LOC', 'O', 'O']	B-MISC	O
407	715	#teenchoice	1	1	['PROPN']	['O']	my #teenchoice for #choicemusicgroup is @user21 ! 31.05.2016	['PRON', 'PROPN', 'ADP', 'PROPN', 'AUX', 'PROPN', 'PUNCT', 'NUM']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	O
408	715	#choicemusicgroup	3	3	['PROPN']	['O']	my #teenchoice for #choicemusicgroup is @user21 ! 31.05.2016	['PRON', 'PROPN', 'ADP', 'PROPN', 'AUX', 'PROPN', 'PUNCT', 'NUM']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	B-MISC
415	725	#24audiolaunch	9	9	['PROPN']	['O']	rt @user2020 : to all suriya fans coming to #24audiolaunch on monday - no photos or videos allowed inside the venue .	['X', 'X', 'PUNCT', 'ADP', 'DET', 'PROPN', 'NOUN', 'VERB', 'ADP', 'PROPN', 'ADP', 'PROPN', 'PUNCT', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-LOC	B-MISC
419	737	mge	4	4	['PROPN']	['O']	solo queue ( ~ mge ) is close to being unplayable . url640 @user476 #csgo	['ADJ', 'NOUN', 'PUNCT', 'PUNCT', 'PROPN', 'PUNCT', 'AUX', 'ADJ', 'PART', 'AUX', 'ADJ', 'PUNCT', 'X', 'PROPN', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-MISC
421	743	#soundcloud	22	22	['PROPN']	['O']	listen to 15 - it s like that featuring kast ki bohiti ( produced by lilzhp ) by king problem #np on #soundcloud url1630	['VERB', 'ADP', 'NUM', 'PUNCT', 'PRON', 'AUX', 'ADP', 'PRON', 'VERB', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'VERB', 'ADP', 'PROPN', 'PUNCT', 'ADP', 'PROPN', 'PROPN', 'X', 'ADP', 'PROPN', 'X']	['O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O']	B-MISC	B-ORG
422	745	#periscope	2	2	['PROPN']	['O']	live on #periscope : thursday 's fundraising tip : stay in touch with supporters ! #fundraiser #schools #church #succes … url1151	['ADJ', 'ADP', 'PROPN', 'PUNCT', 'PROPN', 'PART', 'NOUN', 'NOUN', 'PUNCT', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'X', 'X', 'X', 'X', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-MISC
424	748	motocross	11	11	['PROPN']	['O']	moto gp 46 racing polo t-shirt sport men's motorcycle bike yamaha motocross url739 url527	['PROPN', 'PROPN', 'NUM', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'PROPN', 'PROPN', 'X', 'X']	['B-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O']	O	B-MISC
425	749	ft	13	13	['PROPN']	['O']	when ya friend fake tired so she do n't have to answer your ft 🙃 @user49	['ADV', 'PRON', 'NOUN', 'VERB', 'ADJ', 'SCONJ', 'PRON', 'AUX', 'PART', 'VERB', 'PART', 'VERB', 'PRON', 'PROPN', 'SYM', 'PROPN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	O
427	750	#mpoints	3	3	['PROPN']	['O']	i 'm earning #mpoints with #askdaball ! url1271 #app	['PRON', 'AUX', 'VERB', 'PROPN', 'ADP', 'PROPN', 'PUNCT', 'X', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	O
428	750	#askdaball	5	5	['PROPN']	['O']	i 'm earning #mpoints with #askdaball ! url1271 #app	['PRON', 'AUX', 'VERB', 'PROPN', 'ADP', 'PROPN', 'PUNCT', 'X', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-MISC
429	751	directioners	2	2	['PROPN']	['O']	power of directioners go directioners go directioners will rise #bestfanarmy #directioners #iheartawards walking in the wind	['NOUN', 'ADP', 'PROPN', 'VERB', 'PROPN', 'VERB', 'PROPN', 'AUX', 'VERB', 'X', 'X', 'X', 'VERB', 'ADP', 'DET', 'NOUN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	B-MISC
430	751	directioners	4	4	['PROPN']	['O']	power of directioners go directioners go directioners will rise #bestfanarmy #directioners #iheartawards walking in the wind	['NOUN', 'ADP', 'PROPN', 'VERB', 'PROPN', 'VERB', 'PROPN', 'AUX', 'VERB', 'X', 'X', 'X', 'VERB', 'ADP', 'DET', 'NOUN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	O
431	751	directioners	6	6	['PROPN']	['O']	power of directioners go directioners go directioners will rise #bestfanarmy #directioners #iheartawards walking in the wind	['NOUN', 'ADP', 'PROPN', 'VERB', 'PROPN', 'VERB', 'PROPN', 'AUX', 'VERB', 'X', 'X', 'X', 'VERB', 'ADP', 'DET', 'NOUN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	B-MISC
432	753	roxas	0	0	['PROPN']	['O']	roxas rising url1024	['PROPN', 'VERB', 'X']	['O', 'O', 'O']	B-MISC	B-MISC
434	756	kumamon	24	24	['PROPN']	['O']	#ystl minyoonjgi hi cutie how was your day ? if you had a bad day look at this handsome photo of me . fr kumamon url278	['X', 'PROPN', 'INTJ', 'NOUN', 'ADV', 'AUX', 'PRON', 'NOUN', 'PUNCT', 'SCONJ', 'PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'PRON', 'PUNCT', 'ADJ', 'PROPN', 'X']	['O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-MISC
435	759	h	0	0	['PROPN']	['O']	h ! @user548 ♡ “ the universe is in your bones , the stars in your soul … ” do you mind following me ? thank you for everything x 🌟 – 730,777	['PROPN', 'PUNCT', 'PROPN', 'SYM', 'PUNCT', 'DET', 'NOUN', 'AUX', 'ADP', 'PRON', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADP', 'PRON', 'NOUN', 'PUNCT', 'PUNCT', 'AUX', 'PRON', 'VERB', 'VERB', 'PRON', 'PUNCT', 'VERB', 'PRON', 'ADP', 'PRON', 'SYM', 'SYM', 'PUNCT', 'NUM']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	O
438	763	cavsin6	9	9	['PROPN']	['O']	rt @user1350 : y'all heard it here first ! cavsin6 @user225 @user1211 @user1348 @user458	['X', 'X', 'PUNCT', 'PRON', 'VERB', 'PRON', 'ADV', 'ADV', 'PUNCT', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	B-ORG
445	766	wic	10	10	['PROPN']	['O']	rt @user2607 : reset epson waste ink counter overflow by wic and reset key url469 #wic #resetkey #epson #printer	['X', 'X', 'PUNCT', 'VERB', 'PROPN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'PROPN', 'CCONJ', 'VERB', 'NOUN', 'X', 'X', 'X', 'X', 'X']	['O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-MISC
454	785	#cityvreal	21	21	['PROPN']	['O']	rt @user847 : one final team check ahead of kick - off . @user993 in the tweet seat for you at #cityvreal . how 're we all feeling ?! url224 …	['X', 'X', 'PUNCT', 'NUM', 'ADJ', 'NOUN', 'VERB', 'ADP', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'PROPN', 'ADP', 'DET', 'NOUN', 'NOUN', 'ADP', 'PRON', 'ADP', 'PROPN', 'PUNCT', 'ADV', 'AUX', 'PRON', 'DET', 'VERB', 'PUNCT', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-MISC
455	787	qb	7	7	['PROPN']	['O']	cam : why carolina panthers ' new qb is the worst nfl draft pick ever | bleacher report ( via url1581 ) url1302	['NOUN', 'PUNCT', 'ADV', 'PROPN', 'PROPN', 'PART', 'ADJ', 'PROPN', 'AUX', 'DET', 'ADJ', 'PROPN', 'NOUN', 'NOUN', 'ADV', 'SYM', 'PROPN', 'NOUN', 'PUNCT', 'ADP', 'X', 'PUNCT', 'X']	['B-PER', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O']	B-MISC	O
475	817	#littlemix	15	15	['PROPN']	['O']	rt @user1724 : who are the biggest girl band on the planet right now ? #littlemix or @user450	['X', 'X', 'PUNCT', 'PRON', 'AUX', 'DET', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADV', 'ADV', 'PUNCT', 'PROPN', 'CCONJ', 'PROPN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-ORG
478	820	#yakima	15	15	['PROPN']	['O']	join the country financial team ! see our latest #sales #job opening here : url496 #yakima , wa url333	['VERB', 'DET', 'NOUN', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'PRON', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'ADV', 'PUNCT', 'X', 'PROPN', 'PUNCT', 'PROPN', 'X']	['O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']	O	B-ORG
479	823	bright	9	9	['PROPN']	['O']	rt @user2330 : save the best for you shine bright glen	['X', 'X', 'PUNCT', 'VERB', 'DET', 'ADJ', 'ADP', 'PRON', 'VERB', 'PROPN', 'PROPN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER']	O	O
484	824	dashiki	4	4	['PROPN']	['O']	@user1577 @user1678 @user1632 @user85 dashiki shirt to who said that it looked awesome	['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'ADP', 'PRON', 'VERB', 'SCONJ', 'PRON', 'VERB', 'ADJ']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	B-MISC
489	828	#espys	4	4	['PROPN']	['O']	"rt @user1292 : the #espys open with a powerful black lives matter tribute : "" we all have to do better "" url497 url621 …"	['X', 'X', 'PUNCT', 'DET', 'PROPN', 'ADJ', 'ADP', 'DET', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'PUNCT', 'PUNCT', 'PRON', 'DET', 'VERB', 'PART', 'VERB', 'ADV', 'PUNCT', 'X', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-MISC
490	835	mrs	8	8	['PROPN']	['O']	rt @user1346 : when your mate who 's mrs rarely lets him out makes it to the pub url1013	['X', 'X', 'PUNCT', 'ADV', 'PRON', 'NOUN', 'PRON', 'AUX', 'PROPN', 'ADV', 'VERB', 'PRON', 'ADP', 'VERB', 'PRON', 'ADP', 'DET', 'NOUN', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	O
495	845	cnblue	4	4	['PROPN']	['O']	rt @user966 : 20160319 cnblue #cometogetherinchongqing url767 url1452	['X', 'X', 'PUNCT', 'NUM', 'PROPN', 'X', 'X', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	B-ORG
502	862	#gbv	21	21	['PROPN']	['O']	rt @user1411 : women are more likely to experience physical violence committed by their spouse than men . speak up against #gbv . url222 …	['X', 'X', 'PUNCT', 'NOUN', 'AUX', 'ADV', 'ADJ', 'PART', 'VERB', 'ADJ', 'NOUN', 'VERB', 'ADP', 'PRON', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'VERB', 'ADP', 'ADP', 'PROPN', 'PUNCT', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-MISC
504	864	#studentexperience	5	5	['PROPN']	['O']	"rt @user2154 : "" the #studentexperience @user2155 has made me who i am today "" #uniexperience video : url805 url220 …"	['X', 'X', 'PUNCT', 'PUNCT', 'DET', 'PROPN', 'PROPN', 'AUX', 'VERB', 'PRON', 'PRON', 'PRON', 'AUX', 'NOUN', 'PUNCT', 'PROPN', 'NOUN', 'PUNCT', 'X', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	O
506	864	#uniexperience	15	15	['PROPN']	['O']	"rt @user2154 : "" the #studentexperience @user2155 has made me who i am today "" #uniexperience video : url805 url220 …"	['X', 'X', 'PUNCT', 'PUNCT', 'DET', 'PROPN', 'PROPN', 'AUX', 'VERB', 'PRON', 'PRON', 'PRON', 'AUX', 'NOUN', 'PUNCT', 'PROPN', 'NOUN', 'PUNCT', 'X', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	O
513	872	#amazon	7	7	['PROPN']	['O']	the easiest way to make money with #amazon #affiliate url1558 #blogging #webmaster google 's parent company alphabet is …	['DET', 'ADJ', 'NOUN', 'PART', 'VERB', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'X', 'X', 'X', 'PROPN', 'PART', 'NOUN', 'NOUN', 'PROPN', 'AUX', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-ORG', 'O', 'O']	B-ORG	B-ORG
514	872	#affiliate	8	8	['PROPN']	['O']	the easiest way to make money with #amazon #affiliate url1558 #blogging #webmaster google 's parent company alphabet is …	['DET', 'ADJ', 'NOUN', 'PART', 'VERB', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'X', 'X', 'X', 'PROPN', 'PART', 'NOUN', 'NOUN', 'PROPN', 'AUX', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-ORG', 'O', 'O']	O	B-MISC
520	887	#westworld	15	15	['PROPN']	['O']	rt @user1677 : our genius producer / writers / showrunners answer a few things about #westworld url1555	['X', 'X', 'PUNCT', 'PRON', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-MISC
521	889	uk	5	5	['PROPN']	['O']	i totally agree ban islam uk url512	['PRON', 'ADV', 'VERB', 'VERB', 'PROPN', 'PROPN', 'X']	['O', 'O', 'O', 'O', 'B-MISC', 'O', 'O']	B-PER	B-LOC
523	891	ekpe	4	4	['PROPN']	['O']	@user397 we love you ekpe please !!	['PROPN', 'PRON', 'VERB', 'PRON', 'PROPN', 'INTJ', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O']	O	B-PER
527	901	iu	18	18	['PROPN']	['O']	rt @user2619 : rt iuqties : do n't forget that ftisland 's jaejin also is a fan of iu ! 😂 url1124	['X', 'X', 'PUNCT', 'VERB', 'NOUN', 'PUNCT', 'AUX', 'PART', 'VERB', 'SCONJ', 'PROPN', 'PART', 'PROPN', 'ADV', 'AUX', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'SYM', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-PER
