	Sentence Index	Word	Start Word Index	End Word Index	POS Label	NER Label	Tweet	Tweet POS Labels	Tweet NER Labels	PROPOSED NER Label	FINAL NER Label
705	1241	subhan	3	3	['PROPN']	['O']	rt @user1126 : subhan ' allah . the only cloud in the whole sky is blocking the sun & protecting those who are worshipping . url567 …	['X', 'X', 'PUNCT', 'PROPN', 'PART', 'PROPN', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'AUX', 'VERB', 'DET', 'NOUN', 'CCONJ', 'VERB', 'PRON', 'PRON', 'AUX', 'VERB', 'PUNCT', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-MISC
706	1241	allah	5	5	['PROPN']	['O']	rt @user1126 : subhan ' allah . the only cloud in the whole sky is blocking the sun & protecting those who are worshipping . url567 …	['X', 'X', 'PUNCT', 'PROPN', 'PART', 'PROPN', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'AUX', 'VERB', 'DET', 'NOUN', 'CCONJ', 'VERB', 'PRON', 'PRON', 'AUX', 'VERB', 'PUNCT', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-MISC
707	1242	lpg	10	10	['PROPN']	['O']	rt @user2285 : massive mission to be launched to provide lpg connections to bpl households : fm	['X', 'X', 'PUNCT', 'ADJ', 'NOUN', 'PART', 'AUX', 'VERB', 'PART', 'VERB', 'PROPN', 'NOUN', 'ADP', 'PROPN', 'NOUN', 'PUNCT', 'NOUN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O']	O	O
709	1248	k-5	7	7	['PROPN']	['O']	2015 - 2016 donald publishing award winners k-5 . #authorstea @user373 @user1834 url949	['NUM', 'PUNCT', 'NUM', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'PROPN', 'PUNCT', 'X', 'X', 'X', 'X']	['B-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-MISC
713	1253	#rhony	5	5	['PROPN']	['O']	rt @user88 : really good #rhony tonight .	['X', 'X', 'PUNCT', 'ADV', 'ADJ', 'PROPN', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	B-MISC
714	1256	#minioncarpet	13	13	['PROPN']	['O']	rt @user1116 : #win ( 20 m2 ) 5 m x 4 m #minioncarpet from @user1116 #rt & #follow #competition #giveaway url843 ht …	['X', 'X', 'PUNCT', 'VERB', 'PUNCT', 'NUM', 'NUM', 'PUNCT', 'NUM', 'NUM', 'SYM', 'NUM', 'NUM', 'PROPN', 'ADP', 'PROPN', 'VERB', 'CCONJ', 'VERB', 'NOUN', 'NOUN', 'X', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	B-MISC
716	1259	ig	15	15	['PROPN']	['O']	rt @user1051 : podenco lounging with a ball is our definition of #weekendgoals . ( ig kurti_podenco ) url1252	['X', 'X', 'PUNCT', 'PROPN', 'VERB', 'ADP', 'DET', 'NOUN', 'AUX', 'PRON', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'X']	['O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O']	B-MISC	B-ORG
718	1260	ji	5	5	['PROPN']	['O']	rt @user1960 : msg @user530 ji please bless to serve humanity with full zeal !! 🙏☺ #savehumanitysaysmsg need blessings 24 * 7 ! ☺ url219 …	['X', 'X', 'PUNCT', 'VERB', 'PROPN', 'PROPN', 'INTJ', 'VERB', 'PART', 'VERB', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT', 'SYM', 'X', 'VERB', 'NOUN', 'NUM', 'SYM', 'NUM', 'PUNCT', 'SYM', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	O
719	1265	pokémon	7	7	['PROPN']	['O']	you 'd be a grass - type pokémon ! folks admire your natural grace and spirit . your ideal day is to bask in the warmth of the sun . what the fuck	['PRON', 'AUX', 'AUX', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'PROPN', 'PUNCT', 'NOUN', 'VERB', 'PRON', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'PRON', 'ADJ', 'NOUN', 'VERB', 'PART', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PRON', 'DET', 'NOUN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-MISC
724	1282	#trumptrain	2	2	['PROPN']	['O']	donald trump #trumptrain 2016 large black custom decal intlship #republican #2a #sgp #optrump url1006	['PROPN', 'PROPN', 'PROPN', 'NUM', 'ADJ', 'ADJ', 'PROPN', 'PROPN', 'NOUN', 'X', 'X', 'X', 'X', 'X']	['B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-MISC
726	1286	v180	6	6	['PROPN']	['O']	"great deals >> url265 new eclipse v180 1.8 "" lcd 8 gb usb 2.0 digital music / video mp3 player url262"	['ADJ', 'NOUN', 'PUNCT', 'X', 'ADJ', 'PROPN', 'PROPN', 'NUM', 'PUNCT', 'PROPN', 'NUM', 'NOUN', 'PROPN', 'NUM', 'ADJ', 'NOUN', 'PUNCT', 'NOUN', 'PROPN', 'NOUN', 'X']	['O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	O
727	1286	lcd	9	9	['PROPN']	['O']	"great deals >> url265 new eclipse v180 1.8 "" lcd 8 gb usb 2.0 digital music / video mp3 player url262"	['ADJ', 'NOUN', 'PUNCT', 'X', 'ADJ', 'PROPN', 'PROPN', 'NUM', 'PUNCT', 'PROPN', 'NUM', 'NOUN', 'PROPN', 'NUM', 'ADJ', 'NOUN', 'PUNCT', 'NOUN', 'PROPN', 'NOUN', 'X']	['O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	B-MISC
728	1286	usb	12	12	['PROPN']	['O']	"great deals >> url265 new eclipse v180 1.8 "" lcd 8 gb usb 2.0 digital music / video mp3 player url262"	['ADJ', 'NOUN', 'PUNCT', 'X', 'ADJ', 'PROPN', 'PROPN', 'NUM', 'PUNCT', 'PROPN', 'NUM', 'NOUN', 'PROPN', 'NUM', 'ADJ', 'NOUN', 'PUNCT', 'NOUN', 'PROPN', 'NOUN', 'X']	['O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	B-MISC
729	1286	mp3	18	18	['PROPN']	['O']	"great deals >> url265 new eclipse v180 1.8 "" lcd 8 gb usb 2.0 digital music / video mp3 player url262"	['ADJ', 'NOUN', 'PUNCT', 'X', 'ADJ', 'PROPN', 'PROPN', 'NUM', 'PUNCT', 'PROPN', 'NUM', 'NOUN', 'PROPN', 'NUM', 'ADJ', 'NOUN', 'PUNCT', 'NOUN', 'PROPN', 'NOUN', 'X']	['O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	B-MISC
732	1294	#mtvhottest	2	2	['PROPN']	['O']	212 xo #mtvhottest beyonce coldplay meghan trainor	['NUM', 'SYM', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN']	['O', 'O', 'O', 'B-PER', 'B-ORG', 'B-PER', 'I-PER']	B-MISC	B-MISC
741	1311	#rncincle	15	15	['PROPN']	['O']	rt @user1328 : americans prefer war heroes , even if they were captured : trump #rncincle speech drew lower ratings than mccain ' 08 url218 …	['X', 'X', 'PUNCT', 'PROPN', 'VERB', 'NOUN', 'NOUN', 'PUNCT', 'ADV', 'SCONJ', 'PRON', 'AUX', 'VERB', 'PUNCT', 'PROPN', 'PROPN', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'NUM', 'X', 'PUNCT']	['O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O']	B-MISC	B-MISC
744	1321	duramax	7	7	['PROPN']	['O']	rt @user2592 : looking for a 6.6l duramax . will trade my camry . #allisonforlife	['X', 'X', 'PUNCT', 'VERB', 'ADP', 'DET', 'NUM', 'PROPN', 'PUNCT', 'AUX', 'VERB', 'PRON', 'PROPN', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-MISC
745	1321	camry	12	12	['PROPN']	['O']	rt @user2592 : looking for a 6.6l duramax . will trade my camry . #allisonforlife	['X', 'X', 'PUNCT', 'VERB', 'ADP', 'DET', 'NUM', 'PROPN', 'PUNCT', 'AUX', 'VERB', 'PRON', 'PROPN', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-MISC
751	1331	#hillaryclinton	8	8	['PROPN']	['O']	mjanemann : url523 #fbimwithher #emailgate more rules that #hillaryclinton ... url481	['PROPN', 'PUNCT', 'X', 'X', 'X', 'ADJ', 'NOUN', 'PRON', 'PROPN', 'PUNCT', 'X']	['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	B-PER
765	1350	lb	5	5	['PROPN']	['O']	eagles round out draft with lb walker url1546	['PROPN', 'VERB', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'X']	['B-ORG', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O']	B-MISC	O
783	1380	eurusd	13	13	['PROPN']	['O']	order closed at p/l of $ 0.93 . ticket 123546591 buy 0.01 lots eurusd - url1085	['NOUN', 'VERB', 'ADP', 'NOUN', 'ADP', 'SYM', 'NUM', 'PUNCT', 'NOUN', 'NUM', 'VERB', 'NUM', 'NOUN', 'PROPN', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	B-MISC
785	1383	#swish	3	3	['PROPN']	['O']	rt @user2495 : #swish will be signing at sunday 's game 12 - 12:20 pm ( tix required ) . gates - 12 pm , 1st pitch - 1:05 pm #gorailriders url222 …	['X', 'X', 'PUNCT', 'PROPN', 'AUX', 'AUX', 'VERB', 'ADP', 'PROPN', 'PART', 'NOUN', 'NUM', 'SYM', 'NUM', 'NOUN', 'PUNCT', 'NOUN', 'VERB', 'PUNCT', 'PUNCT', 'NOUN', 'PUNCT', 'NUM', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'NUM', 'NOUN', 'X', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-PER
787	1384	#twitter	12	12	['PROPN']	['O']	rt @user809 : here are 5 ways for you to start using #twitter to market your #business : url1320 url1262	['X', 'X', 'PUNCT', 'ADV', 'AUX', 'NUM', 'NOUN', 'ADP', 'PRON', 'PART', 'VERB', 'VERB', 'PROPN', 'PART', 'VERB', 'PRON', 'NOUN', 'PUNCT', 'X', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	B-ORG
789	1386	#bb18	6	6	['PROPN']	['O']	rt @user165 : delay update : #bb18 will air at 8:40 / 7:40 c !	['X', 'X', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'PROPN', 'AUX', 'VERB', 'ADP', 'NUM', 'PUNCT', 'NUM', 'NOUN', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-MISC
790	1388	usb	12	12	['PROPN']	['O']	huge daily deals > url1224 #6180 #1954 50 wholesale lot of frisby usb 2.0 computer pc laptop noteb … url848	['ADJ', 'ADJ', 'NOUN', 'PUNCT', 'X', 'X', 'X', 'NUM', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'NUM', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	O
792	1390	lufas	2	2	['PROPN']	['O']	@user2633 lmao lufas actually speed up the process	['PROPN', 'INTJ', 'PROPN', 'ADV', 'VERB', 'ADP', 'DET', 'NOUN']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-PER
793	1392	boondocks	3	3	['PROPN']	['O']	i miss the boondocks .	['PRON', 'VERB', 'DET', 'PROPN', 'PUNCT']	['O', 'O', 'O', 'O', 'O']	O	B-MISC
796	1397	jr	4	4	['PROPN']	['O']	"super proud of my jr musical theatre "" seuss "" who won gold and outstanding last night !!! they … url1293"	['ADV', 'ADJ', 'ADP', 'PRON', 'PROPN', 'ADJ', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'PRON', 'VERB', 'NOUN', 'CCONJ', 'ADJ', 'ADJ', 'NOUN', 'PUNCT', 'PRON', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	O
821	1463	ir	2	2	['PROPN']	['O']	321 [ ir ] icemoon [ abstract ] url435 ° @user1827 ° #dubstep #trapmusic #dnb #edm #dance #icestep … url1174	['NUM', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'X', 'SYM', 'X', 'SYM', 'X', 'X', 'X', 'X', 'X', 'X', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	O
822	1463	icemoon	4	4	['PROPN']	['O']	321 [ ir ] icemoon [ abstract ] url435 ° @user1827 ° #dubstep #trapmusic #dnb #edm #dance #icestep … url1174	['NUM', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'X', 'SYM', 'X', 'SYM', 'X', 'X', 'X', 'X', 'X', 'X', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-MISC
824	1466	#choicemusicgroupmale	4	4	['PROPN']	['O']	my teen choice for #choicemusicgroupmale is #superjunior my #teenchoice nominee for #choicefandom is #elf 289	['PRON', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'AUX', 'PROPN', 'PRON', 'PROPN', 'NOUN', 'ADP', 'PROPN', 'AUX', 'PROPN', 'NUM']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-MISC
825	1466	#superjunior	6	6	['PROPN']	['O']	my teen choice for #choicemusicgroupmale is #superjunior my #teenchoice nominee for #choicefandom is #elf 289	['PRON', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'AUX', 'PROPN', 'PRON', 'PROPN', 'NOUN', 'ADP', 'PROPN', 'AUX', 'PROPN', 'NUM']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	B-MISC
826	1466	#teenchoice	8	8	['PROPN']	['O']	my teen choice for #choicemusicgroupmale is #superjunior my #teenchoice nominee for #choicefandom is #elf 289	['PRON', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'AUX', 'PROPN', 'PRON', 'PROPN', 'NOUN', 'ADP', 'PROPN', 'AUX', 'PROPN', 'NUM']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	B-MISC
827	1466	#choicefandom	11	11	['PROPN']	['O']	my teen choice for #choicemusicgroupmale is #superjunior my #teenchoice nominee for #choicefandom is #elf 289	['PRON', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'AUX', 'PROPN', 'PRON', 'PROPN', 'NOUN', 'ADP', 'PROPN', 'AUX', 'PROPN', 'NUM']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-MISC
828	1466	#elf	13	13	['PROPN']	['O']	my teen choice for #choicemusicgroupmale is #superjunior my #teenchoice nominee for #choicefandom is #elf 289	['PRON', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'AUX', 'PROPN', 'PRON', 'PROPN', 'NOUN', 'ADP', 'PROPN', 'AUX', 'PROPN', 'NUM']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-MISC
833	1476	b2b	22	22	['PROPN']	['O']	rt @user177 : look forward to catching up at the @user118 show . our team can take you through all aspects of b2b marketing fr …	['X', 'X', 'PUNCT', 'VERB', 'ADV', 'PART', 'VERB', 'ADP', 'ADP', 'DET', 'PROPN', 'NOUN', 'PUNCT', 'PRON', 'NOUN', 'AUX', 'VERB', 'PRON', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'NOUN', 'ADJ', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	O
835	1481	#berniesanders	8	8	['PROPN']	['O']	rt @user2566 : the dnc is now collection #berniesanders signs inside #demsinphilly trying to silence protesters #dncleak #dncinphl url218 …	['X', 'X', 'PUNCT', 'DET', 'PROPN', 'AUX', 'ADV', 'NOUN', 'PROPN', 'NOUN', 'ADP', 'PROPN', 'VERB', 'PART', 'VERB', 'NOUN', 'X', 'X', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-PER
836	1481	#demsinphilly	11	11	['PROPN']	['O']	rt @user2566 : the dnc is now collection #berniesanders signs inside #demsinphilly trying to silence protesters #dncleak #dncinphl url218 …	['X', 'X', 'PUNCT', 'DET', 'PROPN', 'AUX', 'ADV', 'NOUN', 'PROPN', 'NOUN', 'ADP', 'PROPN', 'VERB', 'PART', 'VERB', 'NOUN', 'X', 'X', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	O
840	1489	#paphos	5	5	['PROPN']	['O']	rt @user302 : when in #paphos , #cyprus do n't forget to explore its amazing #history ! @user1629 @user1397 @user2178 htt …	['X', 'X', 'PUNCT', 'ADV', 'ADP', 'PROPN', 'PUNCT', 'PROPN', 'AUX', 'PART', 'VERB', 'PART', 'VERB', 'PRON', 'ADJ', 'NOUN', 'PUNCT', 'PROPN', 'PROPN', 'PROPN', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-LOC
841	1489	#cyprus	7	7	['PROPN']	['O']	rt @user302 : when in #paphos , #cyprus do n't forget to explore its amazing #history ! @user1629 @user1397 @user2178 htt …	['X', 'X', 'PUNCT', 'ADV', 'ADP', 'PROPN', 'PUNCT', 'PROPN', 'AUX', 'PART', 'VERB', 'PART', 'VERB', 'PRON', 'ADJ', 'NOUN', 'PUNCT', 'PROPN', 'PROPN', 'PROPN', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-LOC
845	1490	beijos	22	22	['PROPN']	['O']	rt @user1460 : adeus brasil !!! thanks to all the many wonderful people i met and made me feel at home !!! beijos !! 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷	['X', 'X', 'PUNCT', 'NOUN', 'PROPN', 'PUNCT', 'NOUN', 'ADP', 'DET', 'DET', 'ADJ', 'ADJ', 'NOUN', 'PRON', 'VERB', 'CCONJ', 'VERB', 'PRON', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'SYM']	['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	O
852	1499	c++	4	4	['PROPN']	['O']	i 'm hiring - c++ developer in atlanta , ga url1626 #job	['PRON', 'AUX', 'VERB', 'PUNCT', 'PROPN', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'PROPN', 'X', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O']	O	B-MISC
860	1516	nation	22	22	['PROPN']	['O']	rt @user271 : here 's a talented lb the hogs offered today . he definitely looks like a good fit for razorback nation 👌 #wps 🐗 url217 …	['X', 'X', 'PUNCT', 'ADV', 'AUX', 'DET', 'ADJ', 'NOUN', 'DET', 'PROPN', 'VERB', 'NOUN', 'PUNCT', 'PRON', 'ADV', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'SYM', 'X', 'SYM', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-MISC
868	1528	anti-apartheid	2	2	['PROPN']	['O']	parole for anti-apartheid hero ’s killer ? victim ’s family says ‘ no ! ’ : ( url258 ) — the wife of a … url1121	['NOUN', 'ADP', 'PROPN', 'NOUN', 'PART', 'NOUN', 'PUNCT', 'NOUN', 'PART', 'NOUN', 'VERB', 'PUNCT', 'INTJ', 'PUNCT', 'PUNCT', 'PUNCT', 'PUNCT', 'X', 'PUNCT', 'PUNCT', 'DET', 'NOUN', 'ADP', 'DET', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	O
869	1530	grazia	11	11	['PROPN']	['O']	rt @user2621 : 160218 kris wu yi fan for issue 241 grazia 7th year anniversary legs ... >->o url1285	['X', 'X', 'PUNCT', 'NUM', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'ADP', 'NOUN', 'NUM', 'PROPN', 'ADJ', 'NOUN', 'NOUN', 'X', 'PUNCT', 'SYM', 'X']	['O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-MISC
872	1533	woodseaves	6	6	['PROPN']	['O']	offer : laptop case new ( woodseaves ) url786	['NOUN', 'PUNCT', 'NOUN', 'NOUN', 'ADJ', 'PUNCT', 'PROPN', 'PUNCT', 'X']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-LOC
873	1535	mv	8	8	['PROPN']	['O']	rt @user2281 : do nt act like this mv did nt make you cry !! bitch this song too ft island make me feel so deep !! revive this !! url224 …	['X', 'X', 'PUNCT', 'AUX', 'PART', 'VERB', 'SCONJ', 'DET', 'PROPN', 'AUX', 'PART', 'VERB', 'PRON', 'VERB', 'PUNCT', 'NOUN', 'DET', 'NOUN', 'ADV', 'PROPN', 'NOUN', 'VERB', 'PRON', 'VERB', 'ADV', 'ADJ', 'PUNCT', 'VERB', 'PRON', 'PUNCT', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	O	O
877	1539	#t20worldcup	16	16	['PROPN']	['O']	rt @user1688 : we will back the men in blue till the very end for the #t20worldcup ! show your support in the comments below . url224 …	['X', 'X', 'PUNCT', 'PRON', 'AUX', 'VERB', 'DET', 'PROPN', 'ADP', 'PROPN', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'PROPN', 'PUNCT', 'VERB', 'PRON', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADV', 'PUNCT', 'X', 'PUNCT']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	B-MISC	B-MISC
